"","x"
"1",-5234.24672659876
"2",-5250.4777664581
"3",-5276.36089285282
"4",-5244.92785214033
"5",-5252.60785060091
"6",-5228.00766100929
"7",-5263.70594117674
"8",-5262.81804409649
"9",-5248.66123602504
"10",-5288.37448804143
"11",-4848.24780502216
"12",-4839.43408926269
"13",-4800.66414342451
"14",-4827.44932717343
"15",-4789.94499222695
"16",-4803.79300433748
"17",-4811.94440499871
"18",-4844.26516420909
"19",-4762.07018446324
"20",-4830.59946068709
"21",-4591.3402915833
"22",-4570.57903748323
"23",-4585.27267643863
"24",-4592.31992591935
"25",-4541.21708328998
"26",-4568.35339176328
"27",-4561.51987910015
"28",-4595.2117804406
"29",-4576.84617570319
"30",-4591.54163649996
"31",-4457.07751208753
"32",-4465.37482699833
"33",-4446.2680948477
"34",-4406.06856473079
"35",-4406.71189124198
"36",-4444.83904706184
"37",-4375.47730040654
"38",-4432.27568600784
"39",-4416.08953886424
"40",-4400.66883660902
"41",-4334.78806552026
"42",-4348.06662716753
"43",-4319.19122465641
"44",-4297.26259574188
"45",-4310.4737431006
"46",-4366.31099334404
"47",-4296.11511132648
"48",-4346.73580868738
"49",-4340.28680166971
"50",-4313.20566475196
"51",-4254.23876046878
"52",-4248.4821850937
"53",-4239.46100672911
"54",-4245.99383862539
"55",-4255.65567914611
"56",-4237.8421276945
"57",-4248.98251128598
"58",-4242.53985742749
"59",-4250.40002655413
"60",-4251.29485607212
"61",-4200.08143626414
"62",-4203.72469570752
"63",-4185.67733327288
"64",-4175.40773079008
"65",-4190.89573491831
"66",-4180.01725458743
"67",-4176.50830732758
"68",-4159.29775666089
"69",-4177.69845605962
"70",-4214.96308686195
"71",-4126.38973840616
"72",-4186.27391823115
"73",-4159.33740507253
"74",-4094.57682172001
"75",-4111.86148532696
"76",-4126.40078986633
"77",-4142.1794475753
"78",-4117.35492052105
"79",-4149.55930587151
"80",-4104.9727966009
"81",-4112.70985988942
"82",-4086.62880156615
"83",-4089.88440882513
"84",-4127.07732373061
"85",-4096.04695647133
"86",-4107.12373435993
"87",-4120.55347407801
"88",-4117.8226255082
"89",-4097.57391497394
"90",-4100.48683458904
"91",-4053.02440183852
"92",-4073.28398951243
"93",-4085.53012512463
"94",-4095.19832608688
"95",-4077.28329462662
"96",-4086.20441844295
"97",-4035.65667206692
"98",-4046.60662402826
"99",-4115.88216093839
"100",-4083.82364599871
"101",-4031.56207502432
"102",-4082.65642046229
"103",-4027.78920223912
"104",-4051.74381526389
"105",-4051.50845386089
"106",-4069.90877689909
"107",-4016.37057986089
"108",-4061.19001427773
"109",-4066.87972526463
"110",-4013.97533605105
"111",-4031.71741782096
"112",-4009.90209363391
"113",-4008.7324816671
"114",-4003.81500274822
"115",-4040.68261095354
"116",-4017.11066753669
"117",-4004.78200453215
"118",-4022.37720712772
"119",-4031.55075273899
"120",-4019.10977638178
"121",-4008.01444770071
"122",-3978.82985727519
"123",-4002.03310836276
"124",-4045.18610519833
"125",-4012.3618915908
"126",-3983.4479445166
"127",-4039.67011072564
"128",-3988.86534687579
"129",-4039.79549800504
"130",-4006.36003568867
"131",-3964.03996082524
"132",-3974.29570226274
"133",-4026.9004273508
"134",-3964.29192263016
"135",-3953.8038065168
"136",-3951.7052120367
"137",-4011.74958649097
"138",-3984.99926473566
"139",-3976.49324016187
"140",-3961.5765835124
"141",-3951.73548221364
"142",-3937.89116413757
"143",-3973.81245591632
"144",-3914.31694457208
"145",-3959.59756805161
"146",-3976.00260209485
"147",-3946.68217986743
"148",-3948.321393088
"149",-3988.92459458878
"150",-3950.46315819296
"151",-3956.61206323196
"152",-3951.29224524941
"153",-3930.82737265383
"154",-3944.48439021158
"155",-3949.67871579437
"156",-3960.82959384687
"157",-3957.55680854323
"158",-3941.04932908639
"159",-3926.89023052255
"160",-3986.41886450836
"161",-3939.51961859552
"162",-3911.96763464101
"163",-3945.5765559701
"164",-3952.82508865669
"165",-3922.66118630994
"166",-3911.47452014298
"167",-3916.86635386822
"168",-3940.97133685402
"169",-3931.58729318305
"170",-3923.14784132141
"171",-3914.90623563814
"172",-3919.45628548272
"173",-3935.37538514468
"174",-3887.66805875432
"175",-3931.70876423363
"176",-3894.11596710358
"177",-3953.52919816401
"178",-3910.40572838978
"179",-3913.18323072982
"180",-3915.02371548397
"181",-3912.94669685777
"182",-3943.62280687808
"183",-3900.02746517627
"184",-3905.90303789875
"185",-3929.76928568055
"186",-3902.19592856454
"187",-3913.61044327513
"188",-3944.22274284906
"189",-3903.1478795267
"190",-3916.37161498478
"191",-3879.18299630768
"192",-3845.53032320841
"193",-3874.60394421698
"194",-3928.87873576326
"195",-3925.27733613075
"196",-3911.42383063508
"197",-3897.29422886264
"198",-3864.4040279656
