"","x"
"1",-4496.75244853843
"2",-4488.63929945383
"3",-4484.5910032547
"4",-4492.48717267728
"5",-4475.01853932347
"6",-4496.53323443842
"7",-4482.9816601355
"8",-4482.20125450895
"9",-4473.28918140391
"10",-4506.31803135805
"11",-4376.0400321168
"12",-4366.81537681951
"13",-4369.77413856085
"14",-4369.1364583085
"15",-4377.47106467948
"16",-4373.5211032726
"17",-4365.56993207154
"18",-4360.72432774275
"19",-4362.31335675654
"20",-4362.55374419822
"21",-4304.66485997788
"22",-4310.46241543802
"23",-4304.26120457419
"24",-4305.80942691429
"25",-4315.13292801093
"26",-4301.0073092825
"27",-4305.47728138785
"28",-4304.57450672072
"29",-4311.77205588897
"30",-4317.70426174166
"31",-4276.04544778136
"32",-4277.00380915159
"33",-4281.98696734798
"34",-4273.6145014557
"35",-4271.75834671224
"36",-4280.79473948164
"37",-4283.52952406177
"38",-4276.97891703689
"39",-4279.67682135666
"40",-4276.43583475287
"41",-4261.06413868261
"42",-4261.8341566099
"43",-4257.12353155991
"44",-4258.70076031359
"45",-4256.14081150365
"46",-4258.6607094003
"47",-4258.37961056065
"48",-4255.41706344734
"49",-4262.55411284691
"50",-4261.85098736775
"51",-4249.90953246671
"52",-4246.88132425576
"53",-4249.01654526866
"54",-4248.72307813443
"55",-4248.02368836519
"56",-4246.13521235117
"57",-4248.90098375587
"58",-4252.33192473584
"59",-4248.88978209656
"60",-4247.29604394661
"61",-4247.68495453639
"62",-4244.68182391255
"63",-4245.1810942291
"64",-4246.67911744844
"65",-4239.40910539805
"66",-4239.51732403518
"67",-4244.04149256901
"68",-4246.95707912235
"69",-4244.06378753907
"70",-4241.70610075669
"71",-4236.23818562376
"72",-4242.70157683368
"73",-4238.18526555126
"74",-4240.57928461365
"75",-4239.84694944218
"76",-4240.69695893064
"77",-4241.57849953311
"78",-4242.52326506806
"79",-4241.1165648547
"80",-4240.85174704123
"81",-4238.05292006878
"82",-4240.18450482407
"83",-4241.10697526602
"84",-4242.33600671653
"85",-4238.32019698517
"86",-4238.21912818381
"87",-4241.35611697347
"88",-4241.53513543223
"89",-4238.65239454468
"90",-4240.83691770461
"91",-4238.57405689946
"92",-4241.95384368401
"93",-4242.04653983554
"94",-4241.8820167111
"95",-4239.84788314287
"96",-4243.86940866754
"97",-4243.42445243111
"98",-4240.00976003885
"99",-4239.94104561234
"100",-4246.53940419625
"101",-4243.53710105071
"102",-4246.05272585226
"103",-4242.6080803432
"104",-4246.18814012846
"105",-4241.75628913415
"106",-4245.25698993069
"107",-4245.87657182545
"108",-4243.22032493412
"109",-4243.06489957269
"110",-4244.92655909382
"111",-4248.21779216533
"112",-4246.30206722149
"113",-4245.9932286244
"114",-4246.30644981195
"115",-4247.67237821549
"116",-4247.18540909123
