"","x"
"1",-3919.72160737258
"2",-3918.80893122675
"3",-3926.87176782144
"4",-3919.19722021442
"5",-3918.18092518736
"6",-3910.69350699729
"7",-3919.02035715592
"8",-3918.90492185126
"9",-3920.6745256083
"10",-3920.6135878092
"11",-3856.8964969132
"12",-3858.12967229252
"13",-3857.26948791466
"14",-3860.85461449008
"15",-3856.60796234193
"16",-3856.85209289231
"17",-3859.88606815648
"18",-3859.55765098163
"19",-3856.07078979634
"20",-3861.54884322663
"21",-3830.16261369002
"22",-3828.5881580738
"23",-3834.60678159271
"24",-3829.50001804593
"25",-3821.50383070568
"26",-3830.19775032348
"27",-3830.5748251405
"28",-3829.33091724132
"29",-3827.20278029347
"30",-3829.11748700546
"31",-3818.31253826074
"32",-3814.89475302101
"33",-3812.44792548559
"34",-3814.47535226139
"35",-3815.25467648772
"36",-3810.89105940152
"37",-3814.61785881975
"38",-3813.26480161466
"39",-3815.93781994347
"40",-3815.29401190017
"41",-3808.15904637348
"42",-3804.01353450821
"43",-3804.66045963473
"44",-3802.57653090127
"45",-3803.88993972348
"46",-3804.94606090254
"47",-3805.12831539374
"48",-3804.99840373019
"49",-3803.28854158287
"50",-3807.03983712444
"51",-3799.65801615109
"52",-3798.61144238547
"53",-3802.54407542739
"54",-3800.02503382446
"55",-3797.48200751413
"56",-3798.51311188277
"57",-3796.84041788225
"58",-3799.32852863462
"59",-3799.26121490908
"60",-3798.4384941771
"61",-3794.51067093011
"62",-3794.88651056934
"63",-3797.28032515248
"64",-3798.11211298889
"65",-3796.08967854248
"66",-3794.94449527704
"67",-3797.21462972723
"68",-3794.4954389646
"69",-3794.29092366865
"70",-3794.64022437683
"71",-3796.22037884924
"72",-3794.50188455889
"73",-3797.39642331459
"74",-3794.84749600863
"75",-3793.13491737281
"76",-3795.40922516702
"77",-3795.26728317472
"78",-3793.29284213203
"79",-3793.08007295798
"80",-3794.75723321164
"81",-3793.36395564313
"82",-3796.86955069248
"83",-3793.72308176046
"84",-3793.83506105833
"85",-3794.4852027776
"86",-3793.58299374427
"87",-3794.46616109324
"88",-3792.15836462818
"89",-3795.35403092368
"90",-3793.07137483501
"91",-3796.45475170581
"92",-3794.05765889998
"93",-3796.06303819214
"94",-3792.29260512617
"95",-3793.88339672898
"96",-3795.0574562408
"97",-3793.02590414522
"98",-3793.44272273577
"99",-3794.28670514613
"100",-3795.32383379967
"101",-3796.15781884609
"102",-3792.81601770959
"103",-3794.07651430747
"104",-3793.84269491186
"105",-3797.2050493004
"106",-3795.43369242959
"107",-3796.6628414097
"108",-3798.71987296944
"109",-3796.78879872782
"110",-3794.51452817774
"111",-3796.44049015411
"112",-3796.2296391777
"113",-3799.65503094908
"114",-3795.74914863103
"115",-3798.79557964399
"116",-3796.83317842215
"117",-3798.56755751201
"118",-3798.59079773715
"119",-3796.10317209114
"120",-3796.10206047074
"121",-3799.49815255894
"122",-3799.8357317483
"123",-3798.04471427037
"124",-3797.73960503319
"125",-3798.77967982883
"126",-3799.3834743547
"127",-3798.99562254442
"128",-3798.42219985333
"129",-3798.79079936169
"130",-3798.23733524386
"131",-3799.9142076351
"132",-3801.49627214916
"133",-3800.4650380313
"134",-3802.44908423766
"135",-3803.49235103492
"136",-3802.32183454701
"137",-3800.04338194089
"138",-3801.49653872923
"139",-3800.47876370711
