"","x"
"1",-3335.29409268981
"2",-3324.03009352786
"3",-3341.29050001378
"4",-3320.58892129695
"5",-3307.4892847049
"6",-3325.33026504334
"7",-3339.23727356626
"8",-3332.73258422723
"9",-3310.57839566476
"10",-3328.10073039395
"11",-3108.94908863095
"12",-3102.70007027237
"13",-3108.28141218706
"14",-3113.19852830057
"15",-3072.53680343318
"16",-3098.44385492884
"17",-3095.66045313932
"18",-3092.22636465269
"19",-3096.98134645916
"20",-3129.0858577474
"21",-2972.7239889639
"22",-2950.74874687088
"23",-2965.91759958822
"24",-2987.89048763683
"25",-2982.59305636561
"26",-2968.17533296482
"27",-2965.59808992499
"28",-2977.75868843606
"29",-2996.42614169518
"30",-2971.68396140126
"31",-2897.89095167612
"32",-2892.82727766542
"33",-2883.10319826909
"34",-2890.84845084204
"35",-2888.67796463367
"36",-2877.91137229063
"37",-2883.93541776169
"38",-2885.33615291855
"39",-2872.33403263881
"40",-2882.90688253236
"41",-2823.4136783199
"42",-2815.69015446849
"43",-2818.00227168801
"44",-2826.60861682071
"45",-2798.4334086299
"46",-2794.13388992228
"47",-2817.38526809684
"48",-2828.60006305195
"49",-2822.93913429523
"50",-2805.86034464723
"51",-2778.28803636428
"52",-2769.37749188357
"53",-2770.28002800342
"54",-2770.71001097067
"55",-2781.27189760481
"56",-2780.25349808047
"57",-2780.21419765651
"58",-2757.89999833729
"59",-2778.03037023209
"60",-2753.10367138979
"61",-2731.48684749315
"62",-2744.19278089695
"63",-2743.89794706912
"64",-2734.07692282215
"65",-2730.52659395497
"66",-2725.8823968589
"67",-2719.58014694303
"68",-2728.79827134522
"69",-2750.44860235432
"70",-2743.87080258564
"71",-2728.84470235885
"72",-2680.26656121492
"73",-2702.40999081148
"74",-2694.96208646777
"75",-2691.69492389295
"76",-2710.35200145713
"77",-2700.20300387498
"78",-2705.98671717099
"79",-2693.94711319439
"80",-2673.94453674902
"81",-2668.23269900027
"82",-2677.16560761057
"83",-2677.7571417313
"84",-2659.49943646857
"85",-2681.77663142078
"86",-2669.37175929114
"87",-2660.46893624381
"88",-2672.82221281381
"89",-2683.51373110645
"90",-2678.94412340674
"91",-2633.79601858766
"92",-2643.94291541194
"93",-2658.50147579899
"94",-2639.76211578646
"95",-2642.5018127062
"96",-2674.33907938742
"97",-2661.33240948453
"98",-2656.50028937104
"99",-2661.00984538712
"100",-2625.32284918206
"101",-2627.75287800194
"102",-2628.04494527629
"103",-2630.36492514132
"104",-2622.9838286327
"105",-2633.02482860609
"106",-2625.45716270127
"107",-2630.16771561833
"108",-2648.35009828897
"109",-2631.44168448115
"110",-2648.71195689983
"111",-2625.61209679853
"112",-2610.7621955029
"113",-2618.03701092072
"114",-2619.60414477912
"115",-2615.02300713181
"116",-2610.51443727542
"117",-2629.13477153004
"118",-2597.1532980609
"119",-2635.73649739457
"120",-2625.73402464669
"121",-2587.34484153592
"122",-2590.63005955605
"123",-2618.6330912731
"124",-2600.30740890098
"125",-2576.93453338578
"126",-2583.7772631709
"127",-2604.24747741726
"128",-2603.35169299273
"129",-2588.13752762375
"130",-2592.76807406385
"131",-2594.47387518737
"132",-2594.63365223865
"133",-2585.62057373941
"134",-2591.34029728898
"135",-2597.00904276584
"136",-2575.78235824609
"137",-2587.72472068016
"138",-2594.00826258285
"139",-2578.25830609394
"140",-2583.28039442603
"141",-2594.62097419264
"142",-2576.19419347454
"143",-2568.62468197126
"144",-2567.82844371444
"145",-2583.15057710241
"146",-2576.57258247823
"147",-2586.52149921886
"148",-2586.9293395764
"149",-2575.88253951437
"150",-2580.89166212835
"151",-2566.75276765059
"152",-2571.02744549067
"153",-2547.97101649931
"154",-2580.7003456997
"155",-2555.33900556367
"156",-2565.69637569774
"157",-2585.56519564783
"158",-2566.26322225232
"159",-2564.12152079139
"160",-2566.48231702313
"161",-2547.96039504247
"162",-2563.67596036542
"163",-2565.45218622526
"164",-2571.39172057841
"165",-2555.77628921293
"166",-2559.9321797579
"167",-2573.66973422656
"168",-2557.49941402573
"169",-2555.12247334343
"170",-2570.16645258515
"171",-2551.28869972046
"172",-2560.32795953842
"173",-2559.27198745275
"174",-2546.73894936558
"175",-2553.99404315598
"176",-2544.26456199991
"177",-2545.12205349689
"178",-2549.26586668082
