"","x"
"1",-6454.35051365675
"2",-6584.03887074391
"3",-6547.92256138021
"4",-6516.32580496778
"5",-6515.20153588826
"6",-6425.60675361319
"7",-6527.79098506762
"8",-6511.48264853246
"9",-6566.94330775236
"10",-6508.98508026934
"11",-5655.75574284781
"12",-5648.46845005079
"13",-5753.1710345913
"14",-5672.19629109312
"15",-5664.47700111122
"16",-5708.69918682889
"17",-5616.89096785919
"18",-5668.9524276672
"19",-5686.41716000726
"20",-5699.9062533721
"21",-5168.9656956072
"22",-5106.13631706909
"23",-5222.75312038177
"24",-5212.31986138164
"25",-5224.74369762107
"26",-5154.11450422261
"27",-5110.048285856
"28",-5278.60793322727
"29",-5210.23691332643
"30",-5161.4260424796
"31",-4926.87616527299
"32",-4964.41364912851
"33",-4937.01407000009
"34",-4804.95284721371
"35",-4860.65423281108
"36",-4965.34528068081
"37",-4838.50367194035
"38",-4892.72457448086
"39",-4954.67928706954
"40",-4828.67292032857
"41",-4686.56165036996
"42",-4668.1449745133
"43",-4715.44736388011
"44",-4696.20300516338
"45",-4689.94524346669
"46",-4652.52957357939
"47",-4772.20342524041
"48",-4663.42608422335
"49",-4747.56913433019
"50",-4686.77642758822
"51",-4529.82658374474
"52",-4521.35581171672
"53",-4534.14472563122
"54",-4522.05791373517
"55",-4504.69444901616
"56",-4536.38259159972
"57",-4498.07416105914
"58",-4589.65146247192
"59",-4505.40007569669
"60",-4568.26495822134
"61",-4401.73359811537
"62",-4442.11979050735
"63",-4473.80795927729
"64",-4437.18065475182
"65",-4390.26922551488
"66",-4384.9116273648
"67",-4434.09984926544
"68",-4449.48339711342
"69",-4427.28227004327
"70",-4449.13855852258
"71",-4326.72448158172
"72",-4382.8152882429
"73",-4254.26938915406
"74",-4302.52125574686
"75",-4291.6403147811
"76",-4297.00030856671
"77",-4332.97480860489
"78",-4294.41682962946
"79",-4312.75019918725
"80",-4301.57069476403
"81",-4200.60927746496
"82",-4194.99035840375
"83",-4185.88466376086
"84",-4210.09380482523
"85",-4237.1424163228
"86",-4237.90866904027
"87",-4192.59542851003
"88",-4244.8284538301
"89",-4215.81631233586
"90",-4214.04955595505
"91",-4168.57093050999
"92",-4218.60370273544
"93",-4184.87643316154
"94",-4200.96074189209
"95",-4153.63089039868
"96",-4164.91190642291
"97",-4123.28453159703
"98",-4142.56474234407
"99",-4176.35505166095
"100",-4098.90202720505
"101",-4075.30533409129
"102",-4111.04538978851
"103",-4086.72206429051
"104",-4064.59029600243
"105",-4103.03999215187
"106",-4041.85811407903
"107",-4118.63749900583
"108",-4092.19297952169
"109",-4117.55299852771
"110",-4063.45044081296
"111",-4086.27686709037
"112",-4059.67491619778
"113",-4066.61155158013
"114",-4064.53878743017
"115",-3979.56630759227
"116",-4068.09514884173
"117",-3998.50341435113
"118",-4042.08376165426
"119",-4049.32202246163
"120",-4070.07770582172
"121",-3919.44771733958
"122",-3921.13410524945
"123",-3976.05124921467
"124",-3976.59561610839
"125",-3958.36730909566
"126",-4007.59581516716
"127",-4017.93061457862
"128",-3945.35359231292
"129",-3924.70215603137
"130",-4000.49940589745
"131",-3936.87738079033
"132",-3959.87455940322
"133",-3970.22935597133
"134",-3952.76720324486
"135",-3955.25130472768
"136",-3969.8164534662
"137",-3912.80239580335
"138",-3931.70789968478
"139",-3964.03353342357
"140",-3888.88928138988
"141",-3948.3588611538
